,stars,comments
167,5.0 stars,"  This product surpassed my expectations.. i did find difficulty initially in shifting from windows to mac but overall it is a great product and very convenient to use once you learn its ways. Its superb for official work and has a wonderful operating system with superb features . Battery life is amazing, sound quality is superior and build is very sturdy. Much recommended for all. (Except Dedicated Gamers!) For gamers I guess Windows PC will be a better alternative. Otherwise go for it."
168,5.0 stars,  Excellent Apple. I have been using windows at home since more than 10 years. Switced to mac now. By just seeing the laptop one can feel the class. Awsome features in Mac. Although requires some efforts to understand mac technology if u have been using windows before. But smooth transition so far. Only thing u need to buy ms office for mac seperately.
169,5.0 stars,"  I had switched to 2017 MacBook Pro (13-inch, 2 thunderbolt 3 ports) from my old windows  laptops and it is really amazing experience to feel the perfomance of this apple product.As I am also a new mac user but, I am writing this review after personally used it.*The build quality ""Not to say anything""Just waaooo...*Battery performance give a huge thumbs up 👍*Display is average 🤷‍♂️ you can go through this laptop if there is no need of gaming or complex editing tasks.In 2017 model you will get 2 thunderbolt 3 ports which is best deal."
170,4.0 stars,"  The elegant work of apple can be seen in this product. The design, the user friendliness, the compactness can be easily seen in this laptop. Coming to the performance, the speed of this is remarkable, and you can get to know the power of Mac os when you have another apple product. You can get one of the best movie experiences on this . Overall I would it a 4.5/5."
171,1.0 stars,"  Amazon is proving to be platform for fake sellers who get to display their defective products and sell it indiscreetly even like imac laptops.We bought this, & now it’s motherboard is not working. It’s not even 6m.On complaint, Amazon has exceeded it’s TAT and not acted upon."
172,1.0 stars,  3 Days before I purchased this Laptop.  It is started heating after 10 mins usage (only browser).  It seems I can't raise a replacement request without apple's approval.  Worst!!!  Worst!!  Worst!!!  For this cost we can buy some other good laptop..
173,5.0 stars,"  All good, had to learn how to use mouse pad before using it, the mouse pad can be clicked from anywhere and had to learn Mac OS, if it's too hard then I suggest to get windows OS using bootloader, and use the previous Windows key to use in here, battery life is good and light weight."
174,5.0 stars,  I got this at 43k in sale in the year 2017. It was the first time ever deal and since then the price has never dropped.
175,5.0 stars,"  Served my needs, not sure about gaming, small to medium photoshop/audio processing/mixing can be easily done, recommend not to save project in computer, save project using external hard disk, since the internal memory is low.Overall very nice product"
176,5.0 stars,"  If you’re a student, this will be the perfect laptop for you. Battery life is great. Even for editing photos at photoshop it’s quite good. But if you’re a professional go for the pro. If you’re a moderate user this is the one. 👍🏼"
177,1.0 stars,  Just after 6 months this MAC suddenly switched off and now i have to visit service centre to repair it.No reliablity at all.Wouldn't recommended.
178,5.0 stars,"  Mac had  been delivered in 2 days. Product is perfect but the packing pattern need to be improved to avoid tampering. Packing really worries on first glimpse. It's fine in its own way but it's not tamper proof package. Coming to Macbook,After nearly 1month use, damn its simply super and butter smooth in performance.  Amazing battery back backup. Display resolution should have been better to the price paid but it's better than many other window laptops. Storage is also also low but not an issue."
